City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Cockburn Town,TC,21.4612,-71.1419,80.42,76,100,17.72,overcast clouds
346,Algiers,DZ,36.7525,3.042,78.62,47,75,8.39,broken clouds
347,Ixtapa,MX,20.7,-105.2,81.63,61,75,0.0,broken clouds
348,Labuhan,ID,-6.8844,112.2051,78.35,87,95,5.32,overcast clouds
349,Tiarei,PF,-17.5333,-149.3333,71.62,65,36,16.17,scattered clouds
350,Grindavik,IS,63.8424,-22.4338,48.67,71,75,21.83,broken clouds
351,Nurota,UZ,40.5614,65.6886,91.49,20,75,12.21,broken clouds
352,El Tigre,VE,8.8875,-64.2454,88.63,49,86,9.51,overcast clouds
353,Tikrit,IQ,34.6071,43.6782,96.73,10,34,7.94,scattered clouds
354,Zabol,AF,32.25,67.25,78.48,8,0,8.57,clear sky
355,Carmarthen,GB,51.8555,-4.3054,70.75,72,70,11.21,broken clouds
356,Saldanha,ZA,-33.0117,17.9442,59.05,76,9,9.31,clear sky
357,Imatra,FI,61.1719,28.7524,57.58,60,67,5.01,broken clouds
358,Palotina,BR,-24.2839,-53.84,68.36,83,99,2.86,overcast clouds
359,Bitkine,TD,11.9801,18.2138,101.05,17,87,1.3,overcast clouds
360,Morococha,PE,-11.5997,-76.1411,44.15,59,100,6.55,overcast clouds
361,Kawalu,ID,-7.3817,108.2082,73.92,97,97,1.32,overcast clouds
362,Nemuro,JP,43.3236,145.575,40.37,87,62,15.14,broken clouds
363,La Cumbre,AR,-30.982,-64.4914,67.1,37,3,2.15,clear sky
364,Alta Floresta,BR,-9.8756,-56.0861,86.63,48,60,3.18,broken clouds
365,Cururupu,BR,-1.8283,-44.8683,89.92,50,18,5.7,light rain
366,Herat,AF,34.5,62.0,85.39,13,0,9.78,clear sky
367,Nizwa,OM,22.9333,57.5333,95.45,17,41,6.38,scattered clouds
368,Kaihua,CN,23.3687,104.28,67.71,89,79,4.56,broken clouds
369,Guerrero Negro,MX,27.9769,-114.0611,64.38,65,2,9.46,clear sky
370,Rodrigues Alves,BR,-7.738,-72.6509,74.28,96,100,2.55,overcast clouds
371,Cap-Aux-Meules,CA,47.3821,-61.8597,50.05,87,90,16.11,overcast clouds
372,Kiruna,SE,67.8557,20.2251,49.12,57,0,13.8,clear sky
373,Pokrovsk,UA,48.282,37.1758,62.42,78,100,10.69,overcast clouds
374,Biloela,AU,-24.4167,150.5,53.37,87,0,5.61,clear sky
375,Korsakov,RU,46.6328,142.7813,37.24,90,32,3.18,scattered clouds
376,Olafsvik,IS,64.8945,-23.7142,46.08,77,85,19.51,overcast clouds
377,Merauke,ID,-8.4667,140.3333,75.4,90,28,11.95,scattered clouds
378,Kutum,SD,14.2,24.6667,89.22,23,55,13.11,broken clouds
379,Yichang,CN,30.7144,111.2847,74.37,85,18,2.46,light rain
380,Acarau,BR,-2.8856,-40.12,87.01,60,24,12.8,few clouds
381,Morrope,PE,-6.5417,-80.0111,71.71,70,100,9.26,overcast clouds
382,Shikarpur,PK,27.9571,68.6379,98.49,10,0,10.04,clear sky
383,Miskolc,HU,48.1,20.7833,59.61,70,28,12.97,scattered clouds
384,Bonavista,CA,48.6499,-53.1147,51.85,61,95,14.16,overcast clouds
385,Karratha,AU,-20.7377,116.8463,69.71,47,100,14.32,overcast clouds
386,Belmonte,BR,-15.8631,-38.8828,82.9,65,80,9.17,broken clouds
387,Rancho Palos Verdes,US,33.7445,-118.387,65.14,89,98,3.0,overcast clouds
388,Penzance,GB,50.1186,-5.5371,67.21,67,0,17.27,clear sky
389,Houma,US,29.5958,-90.7195,84.0,63,1,5.75,clear sky
390,Sao Filipe,CV,14.8961,-24.4956,74.77,74,10,15.3,clear sky
391,Alcantara,BR,-2.4089,-44.4147,91.6,59,11,5.3,few clouds
392,Vestmannaeyjar,IS,63.4427,-20.2734,46.78,81,100,18.99,overcast clouds
393,Chama,CH,47.1821,8.4636,73.36,37,1,7.07,clear sky
394,Pokaran,IN,26.9167,71.9167,100.18,25,0,21.9,clear sky
395,Lykhivka,UA,48.6874,33.9228,59.18,76,100,14.36,overcast clouds
396,Alindao,CF,5.0267,21.2088,86.85,63,87,1.03,overcast clouds
397,Quelimane,MZ,-17.8786,36.8883,70.74,72,60,6.31,broken clouds
398,Mancio Lima,BR,-7.6142,-72.8958,73.4,97,100,3.24,overcast clouds
399,Pimentel,PE,-6.8367,-79.9342,71.89,81,90,3.0,overcast clouds
400,Kahului,US,20.8947,-156.47,74.84,77,37,3.0,scattered clouds
401,Taywarah,AF,33.35,64.4167,61.72,20,0,16.31,clear sky
402,Rio Grande,BR,-32.035,-52.0986,64.51,45,10,12.73,clear sky
403,Cabedelo,BR,-6.9811,-34.8339,83.07,79,41,13.51,scattered clouds
404,Gemena,CD,3.25,19.7667,78.71,82,99,2.06,light rain
405,Fernley,US,39.608,-119.2518,78.8,18,5,1.01,clear sky
406,New Plymouth,NZ,-39.0667,174.0833,53.06,79,87,14.47,overcast clouds
407,Bandarbeyla,SO,9.4942,50.8122,79.59,82,89,27.65,overcast clouds
408,Buraydah,SA,26.326,43.975,101.26,9,78,8.59,broken clouds
409,Inhambane,MZ,-23.865,35.3833,69.33,78,39,10.78,scattered clouds
410,Bajmok,RS,45.9688,19.4243,61.7,67,92,9.71,light rain
411,Morant Bay,JM,17.8815,-76.4093,87.42,67,96,11.61,overcast clouds
412,Coquimbo,CL,-29.9533,-71.3436,67.73,55,0,1.25,clear sky
413,Irara,BR,-12.05,-38.7667,80.38,62,74,8.84,broken clouds
414,Tera,NE,14.0078,0.7531,108.03,13,52,4.0,broken clouds
415,Vao,NC,-22.6667,167.4833,68.99,59,100,17.76,overcast clouds
416,Benguela,AO,-12.5763,13.4055,81.68,54,4,5.19,clear sky
417,Faranah,GN,10.0404,-10.7434,85.33,55,94,4.7,light rain
418,Padang,ID,-0.9492,100.3543,78.55,85,88,2.64,overcast clouds
419,Yeppoon,AU,-23.1333,150.7333,58.78,81,7,12.35,clear sky
420,Ojinaga,MX,29.5667,-104.4167,83.35,51,1,3.44,clear sky
421,Strezhevoy,RU,60.7333,77.5889,46.38,81,100,13.71,light rain
422,Eydhafushi,MV,5.1033,73.0708,83.41,73,89,20.36,overcast clouds
423,Nouadhibou,MR,20.931,-17.0347,66.7,86,18,24.92,few clouds
424,Chino Valley,US,34.7575,-112.4538,79.11,19,1,1.99,clear sky
425,Dublin,US,37.7021,-121.9358,82.24,53,1,1.79,clear sky
426,Illora,ES,37.2877,-3.8811,85.82,32,20,10.58,few clouds
427,Havelock,US,34.8791,-76.9013,73.02,62,1,5.01,clear sky
428,Airai,TL,-8.9266,125.4092,59.43,95,96,2.17,overcast clouds
429,Mandalgovi,MN,45.7625,106.2708,42.76,32,37,10.16,scattered clouds
430,Sukhovolya,UA,49.8243,23.8377,61.02,47,0,11.01,clear sky
431,Bosaso,SO,11.2842,49.1816,89.55,55,33,2.68,scattered clouds
432,Yagodnoye,RU,62.55,149.6667,42.69,83,100,4.94,overcast clouds
433,Waitati,NZ,-45.75,170.5667,43.81,86,100,6.73,overcast clouds
434,Dar Es Salaam,TZ,-6.8235,39.2695,76.57,80,50,6.58,scattered clouds
435,Tuktoyaktuk,CA,69.4541,-133.0374,31.51,83,87,15.17,overcast clouds
436,Chicama,PE,-7.8447,-79.1469,64.94,72,100,6.76,overcast clouds
437,Pindiga,NG,9.9833,10.9333,96.35,26,29,2.3,scattered clouds
438,Yelizovo,RU,53.1873,158.3805,39.34,100,75,2.24,light rain
439,Gizo,SB,-8.103,156.8419,80.85,84,87,19.1,light rain
440,Vila Velha,BR,-20.3297,-40.2925,85.96,78,40,4.0,scattered clouds
441,Sangmelima,CM,2.9333,11.9833,76.77,87,83,3.33,light rain
442,Dunda,TZ,-8.1167,34.25,72.07,51,87,6.31,overcast clouds
443,Tambacounda,SN,13.7539,-13.7586,103.48,18,100,8.57,overcast clouds
444,Miracema Do Tocantins,BR,-9.5618,-48.3967,92.08,29,1,4.38,clear sky
445,Harnosand,SE,62.6323,17.9379,59.02,71,100,5.39,overcast clouds
446,Maningrida,AU,-12.0667,134.2667,71.46,91,31,7.63,scattered clouds
447,Camocim,BR,-2.9022,-40.8411,88.38,55,21,7.43,few clouds
448,Wicklow,IE,53.0,-6.4167,63.03,63,36,9.01,scattered clouds
449,Denpasar,ID,-8.65,115.2167,78.46,94,20,2.15,few clouds
450,Afrikanda,RU,67.4429,32.7828,44.87,70,95,7.65,overcast clouds
451,Miranda,CO,3.2499,-76.2281,75.33,70,61,4.14,broken clouds
452,At-Bashi,KG,41.1702,75.8106,53.47,84,71,4.76,broken clouds
453,Ancud,CL,-41.8697,-73.8203,60.42,97,100,16.02,light rain
454,Vila Franca Do Campo,PT,37.7167,-25.4333,68.41,72,72,9.78,broken clouds
455,Salym,RU,60.0625,71.4789,41.04,94,100,10.49,overcast clouds
456,Te Anau,NZ,-45.4167,167.7167,39.45,92,50,2.82,scattered clouds
457,Waldshut-Tiengen,DE,47.6232,8.2172,74.25,49,1,7.36,clear sky
458,Chapayeve,UA,49.3662,35.8749,55.22,79,100,10.58,overcast clouds
459,Shumerlya,RU,55.5005,46.4129,46.85,75,100,4.23,overcast clouds
460,Usolye,RU,59.4268,56.6808,52.21,56,4,4.27,clear sky
461,Tartagal,AR,-22.5164,-63.8013,75.34,35,8,4.83,clear sky
462,Cap Malheureux,MU,-19.9842,57.6142,73.47,77,0,4.0,clear sky
463,Karabash,RU,55.4808,60.2157,52.7,69,96,6.35,overcast clouds
464,Caravelas,BR,-17.7125,-39.2481,81.43,63,27,9.31,scattered clouds
465,Talnakh,RU,69.4865,88.3972,32.54,91,100,7.02,overcast clouds
466,Baghdad,IQ,33.3406,44.4009,100.31,14,0,11.74,clear sky
467,Booue,GA,-0.0921,11.9385,86.45,72,50,1.63,light rain
468,Zverinogolovskoye,RU,54.4586,64.8542,57.67,71,88,17.76,overcast clouds
469,Longjiang,CN,47.3303,123.1836,62.17,79,100,14.63,overcast clouds
470,Beloha,MG,-25.1667,45.05,67.01,68,91,11.5,overcast clouds
471,Hamilton,US,39.1834,-84.5333,70.21,54,1,1.01,clear sky
472,San Andres,CO,12.5847,-81.7006,86.02,70,40,19.57,scattered clouds
473,Vung Tau,VN,10.346,107.0843,84.61,79,50,10.94,scattered clouds
474,Llanes,ES,43.4198,-4.7549,77.27,74,17,6.35,few clouds
475,Baft,IR,29.234,56.6057,80.46,8,0,10.42,clear sky
476,Oranjemund,NA,-28.55,16.4333,57.96,84,0,10.38,clear sky
477,Staritsa,RU,56.5075,34.9354,55.45,56,100,3.09,overcast clouds
478,Eirunepe,BR,-6.6603,-69.8736,83.35,76,95,3.56,overcast clouds
479,Ulagan,RU,50.6321,87.9563,49.33,57,17,0.47,few clouds
480,Lasa,IT,46.6166,10.7002,68.74,53,27,4.03,scattered clouds
481,Flin Flon,CA,54.7682,-101.865,64.4,33,100,7.67,overcast clouds
482,Shelburne,CA,44.0787,-80.2041,67.28,34,33,7.65,scattered clouds
483,Mamallapuram,IN,12.6264,80.1722,87.06,71,90,13.94,overcast clouds
484,Tual,ID,-5.6667,132.75,81.41,79,49,18.43,scattered clouds
485,Hit,IQ,33.6416,42.8251,97.65,9,1,6.85,clear sky
486,Yuci,CN,37.6803,112.7319,62.35,67,0,5.93,clear sky
487,Casas Grandes,MX,30.3667,-107.95,75.43,22,0,10.2,clear sky
488,Lubao,PH,14.9167,120.55,86.02,82,98,2.13,overcast clouds
489,Borazjan,IR,29.2666,51.2159,96.13,18,0,8.5,clear sky
490,Stokmarknes,NO,68.5646,14.9108,49.5,100,75,12.66,broken clouds
491,Nicholasville,US,37.8806,-84.573,68.29,55,1,5.73,clear sky
492,Jijiga,ET,9.35,42.8,74.08,40,80,0.69,broken clouds
493,Sibolga,ID,1.7427,98.7792,77.68,89,99,2.33,overcast clouds
494,Sechura,PE,-5.5569,-80.8222,74.57,66,98,10.67,overcast clouds
495,Puerto Narino,CO,-3.7703,-70.3831,84.15,84,100,3.0,overcast clouds
496,Maldonado,UY,-34.6667,-54.9167,63.79,55,12,19.91,few clouds
497,Asfi,MA,32.2994,-9.2372,67.42,74,9,14.94,clear sky
498,Walvis Bay,NA,-22.9575,14.5053,63.09,52,0,21.56,clear sky
499,Aitape,PG,-3.1374,142.3475,78.44,88,99,7.25,overcast clouds
500,Yumen,CN,40.2833,97.2,66.38,11,0,11.14,clear sky
501,Srivardhan,IN,18.0333,73.0167,79.47,84,100,8.55,overcast clouds
502,Gaya,IN,24.7833,85.0,87.71,74,40,0.0,mist
503,Daoukro,CI,7.0591,-3.9631,93.06,45,51,2.06,broken clouds
504,Xining,CN,36.6167,101.7667,49.93,71,96,1.66,overcast clouds
505,Emerald,AU,-23.5333,148.1667,55.36,93,5,7.16,clear sky
506,Cedar City,US,37.6775,-113.0619,71.4,13,1,3.44,clear sky
507,Borovichi,RU,58.3878,33.9155,55.49,47,24,1.16,few clouds
508,Olean,US,42.0776,-78.4297,65.1,41,1,8.46,clear sky
509,Fevik,NO,58.3794,8.6766,80.1,57,71,7.67,broken clouds
510,Sept-Iles,CA,50.2001,-66.3821,45.25,92,100,5.99,overcast clouds
511,Tulun,RU,54.5611,100.5792,34.61,90,57,4.63,broken clouds
512,Semnan,IR,35.5729,53.3971,89.83,12,0,8.48,clear sky
513,Gorontalo,ID,0.5412,123.0595,76.33,95,100,2.62,overcast clouds
514,Srednekolymsk,RU,67.45,153.6833,53.04,46,5,7.81,clear sky
515,Tevaitoa,PF,-16.7833,-151.5,77.99,66,96,15.7,overcast clouds
516,Dicabisagan,PH,17.0818,122.4157,80.92,86,91,3.04,overcast clouds
517,Ondjiva,AO,-17.0667,15.7333,75.83,17,41,4.52,scattered clouds
518,Sinnamary,GF,5.3833,-52.95,76.48,94,100,8.81,light rain
519,Koilas,GR,37.4095,23.1147,74.08,59,41,7.7,scattered clouds
520,Colombo,LK,6.9319,79.8478,84.15,85,89,13.35,overcast clouds
521,Mount Hagen,PG,-5.8581,144.2274,58.82,98,100,0.92,overcast clouds
522,Saint-Joseph,RE,-21.3667,55.6167,70.18,74,12,6.31,few clouds
523,Tura,IN,25.5198,90.2201,72.32,97,100,4.94,moderate rain
524,Pyu,MM,18.4833,96.4333,79.45,86,59,6.33,broken clouds
525,Beringovskiy,RU,63.05,179.3167,30.96,89,94,7.99,overcast clouds
526,Shingu,JP,33.7333,135.9833,62.91,90,56,4.5,broken clouds
527,Hambantota,LK,6.1241,81.1185,84.54,79,20,20.56,few clouds
528,Porto Murtinho,BR,-21.6989,-57.8825,79.99,46,45,3.09,scattered clouds
529,Winslow,US,35.0242,-110.6974,77.18,19,1,1.99,clear sky
530,Limoeiro Do Ajuru,BR,-1.8953,-49.3806,86.74,60,4,0.98,clear sky
531,Port Pirie,AU,-33.1833,138.0167,55.49,36,98,7.92,light rain
532,Christchurch,NZ,-43.5333,172.6333,48.99,94,90,4.0,overcast clouds
533,Ambilobe,MG,-13.2,49.05,73.94,73,7,2.21,clear sky
534,Mashhad,IR,36.297,59.6062,86.14,30,0,4.61,clear sky
535,Novobelokatay,RU,55.7062,58.9549,52.23,70,100,7.92,overcast clouds
536,Tingi,TZ,-11.3,35.0333,61.65,85,49,3.27,scattered clouds
537,Namatanai,PG,-3.6667,152.4333,79.05,85,100,4.47,moderate rain
538,Yining,CN,29.0361,114.5636,72.57,96,13,2.13,few clouds
539,Banjar,ID,-8.19,114.9675,78.66,87,37,3.31,scattered clouds
540,Bemidji,US,47.4736,-94.8803,65.05,57,40,9.22,scattered clouds
541,Haimen,CN,23.1935,116.6142,78.69,94,100,8.84,moderate rain
542,Isla Mujeres,MX,21.2311,-86.731,87.85,64,11,10.02,few clouds
543,Mount Gambier,AU,-37.8333,140.7667,45.9,44,100,7.31,overcast clouds
544,Hlotse,LS,-28.8718,28.045,46.63,32,100,3.36,overcast clouds
545,Lure,FR,47.75,6.5,74.57,33,0,8.21,clear sky
546,Lima,PE,-12.0432,-77.0282,63.14,82,90,4.61,overcast clouds
547,Ontario,US,34.0633,-117.6509,89.69,78,90,0.0,haze
548,Clyde River,CA,70.4692,-68.5914,30.78,85,20,2.8,few clouds
549,Saint-Francois,FR,46.4154,3.9054,77.18,44,0,6.91,clear sky
550,Taggia,IT,43.8485,7.8545,73.85,42,35,1.3,scattered clouds
551,Umm Lajj,SA,25.0213,37.2685,88.83,51,3,11.34,clear sky
552,San Quintin,MX,30.4833,-115.95,62.96,69,42,5.12,scattered clouds
553,Pringsewu,ID,-5.3582,104.9744,74.57,96,96,4.59,overcast clouds
554,Nabire,ID,-3.3667,135.4833,76.23,94,100,0.98,overcast clouds
555,Panalingaan,PH,8.7842,117.4231,80.74,83,66,3.47,broken clouds
556,Gat,IL,31.61,34.7642,88.79,44,0,8.37,clear sky
557,Ostrovnoy,RU,68.0531,39.5131,44.89,83,100,19.15,overcast clouds
558,Bira,RU,49.0,132.4667,46.38,86,35,2.39,scattered clouds
559,Kincardine,GB,56.0667,-3.7167,72.82,56,31,10.29,scattered clouds
560,Zhigansk,RU,66.7697,123.3711,53.62,46,67,7.43,broken clouds
561,Casper,US,42.8666,-106.3131,61.81,49,1,1.99,clear sky
562,Seryshevo,RU,51.0933,128.3786,52.05,78,98,8.86,overcast clouds
563,Guspini,IT,39.5406,8.6294,69.58,52,100,4.41,overcast clouds
564,Margate,GB,51.3813,1.3862,73.18,85,0,12.46,clear sky
565,Novikovo,RU,51.1537,37.8879,52.02,78,99,8.19,overcast clouds
566,Birao,CF,10.2849,22.7882,100.71,19,79,9.31,broken clouds
567,Xinzhou,CN,38.4092,112.7333,65.48,59,100,3.24,overcast clouds
568,Sungaipenuh,ID,-2.0833,101.3833,66.49,92,100,1.28,overcast clouds
569,Itoman,JP,26.1247,127.6694,77.02,85,40,12.66,scattered clouds
570,Mwinilunga,ZM,-11.7358,24.4293,65.7,41,25,3.51,scattered clouds
571,Rehoboth,NA,-23.3167,17.0833,68.22,14,0,7.58,clear sky
572,Daru,PG,-9.0763,143.2092,77.47,85,83,16.58,broken clouds
573,Road Town,VG,18.4167,-64.6167,86.09,66,40,10.36,scattered clouds
574,Constitucion,CL,-35.3333,-72.4167,62.49,83,89,5.46,overcast clouds
575,Harper,LR,4.375,-7.7169,79.59,82,99,9.28,light rain
576,Talaya,RU,61.3833,152.75,36.23,90,100,5.08,overcast clouds
577,Praya,CV,14.9215,-23.5087,79.34,61,75,23.02,broken clouds
578,Batagay,RU,67.6333,134.6333,45.72,87,98,2.13,overcast clouds
579,Matara,LK,5.9485,80.5353,80.51,85,91,13.78,overcast clouds
580,Chuy,UY,-33.6971,-53.4616,61.7,48,22,16.75,few clouds
581,Paamiut,GL,61.994,-49.6678,36.91,84,89,6.93,overcast clouds
582,Novopavlovka,RU,51.2172,109.2091,30.51,73,19,3.65,few clouds
583,Doha,QA,25.2867,51.5333,100.38,37,0,10.36,clear sky
584,Abaza,RU,52.655,90.0928,47.61,80,32,2.01,scattered clouds
585,Havre-Saint-Pierre,CA,50.2334,-63.5986,44.96,93,90,8.05,overcast clouds
586,Labrea,BR,-7.2586,-64.7981,93.25,40,8,3.2,clear sky
587,Lipin Bor,RU,60.2622,37.9763,49.82,51,15,2.66,few clouds
588,Naron,ES,43.5167,-8.1528,76.55,63,4,2.33,clear sky
589,Aras,ES,42.5617,-2.356,83.71,37,20,7.63,few clouds
590,Hadrut,AZ,39.52,47.0318,69.62,60,0,6.6,clear sky
591,Pangai,TO,-19.8,-174.35,76.89,82,99,14.41,moderate rain
592,Arifwala,PK,30.294,73.0735,92.17,28,57,12.91,broken clouds
593,Noumea,NC,-22.2763,166.4572,69.01,99,96,10.25,overcast clouds
594,Kokopo,PG,-4.352,152.2633,77.36,86,100,8.77,light rain
595,Leshukonskoye,RU,64.8989,45.7622,56.53,51,72,9.04,broken clouds
596,Port Hedland,AU,-20.3167,118.5667,69.85,83,80,5.75,broken clouds
597,Svetlogorsk,BY,52.6333,29.7333,54.77,71,91,6.22,overcast clouds
598,Lewiston,US,44.1003,-70.2148,55.24,96,90,12.66,overcast clouds
599,Parrita,CR,9.5201,-84.3225,91.17,67,37,5.17,scattered clouds
600,Enshi,CN,30.3,109.4833,71.08,81,69,0.81,light rain
601,Portland,US,45.5234,-122.6762,71.42,59,40,1.99,scattered clouds
602,Ayan,RU,56.45,138.1667,38.08,95,90,5.28,overcast clouds
603,Gornozavodsk,RU,58.3758,58.3211,48.85,55,35,5.95,scattered clouds
604,Hirara,JP,24.8,125.2833,79.83,83,100,17.22,overcast clouds
605,Waddan,LY,29.1614,16.139,95.68,15,5,7.85,clear sky
606,Arlit,NE,18.7369,7.3853,108.23,4,91,12.12,overcast clouds
607,Mindelo,CV,16.8901,-24.9804,78.35,65,20,22.12,few clouds
608,Tilichiki,RU,60.4667,166.1,35.76,83,100,5.12,overcast clouds
609,Puerto Escondido,MX,15.85,-97.0667,88.63,66,20,5.75,few clouds
610,Fushan,CN,37.4958,121.2581,66.69,89,100,6.55,heavy intensity rain
611,Verkhnyaya Inta,RU,65.9811,60.3094,44.28,63,95,17.22,overcast clouds
612,Bongor,TD,10.2806,15.3722,103.21,19,84,3.4,broken clouds
613,Calvinia,ZA,-31.4707,19.776,48.85,71,98,10.71,overcast clouds
614,Klichka,RU,50.4457,117.996,43.09,90,99,7.87,overcast clouds
615,Hearst,CA,49.6835,-83.6665,61.81,57,74,9.24,broken clouds
616,Iluppur,IN,10.5135,78.6236,90.75,51,97,6.73,overcast clouds
617,Roebourne,AU,-20.7833,117.1333,70.9,43,96,16.71,overcast clouds
618,Linfen,CN,36.0889,111.5189,76.26,51,100,1.01,overcast clouds
619,Santa Maria,BR,-29.6842,-53.8069,60.64,46,19,1.21,few clouds
620,Tornio,FI,65.8481,24.1466,62.62,52,78,9.78,broken clouds
621,Ossora,RU,59.2353,163.0719,36.37,76,68,2.3,broken clouds
622,San Jose,US,37.3394,-121.895,81.5,58,20,3.44,few clouds
623,Dudinka,RU,69.4058,86.1778,32.43,96,100,11.27,overcast clouds
624,Fort Nelson,CA,58.8053,-122.7002,63.86,42,61,3.42,broken clouds
625,Turukhansk,RU,65.8167,87.9833,39.31,94,100,0.58,light rain
626,Sudzha,RU,51.1976,35.2726,48.85,80,100,9.55,overcast clouds
627,Xichang,CN,27.8964,102.2634,69.55,83,81,2.82,broken clouds
628,Port Blair,IN,11.6667,92.75,83.48,76,3,3.89,clear sky
629,Suntar,RU,62.1444,117.6319,53.94,55,13,4.43,few clouds
630,Fallon,US,39.4735,-118.7774,76.91,19,1,3.44,clear sky
631,Kankon,IN,15.0167,74.0167,84.0,80,76,7.34,broken clouds
632,Jiaocheng,CN,24.6774,116.1389,74.95,99,100,2.19,light rain
633,Banda Aceh,ID,5.5577,95.3222,80.15,82,95,13.67,overcast clouds
634,Palmer,US,42.1584,-72.3287,57.36,85,90,4.65,overcast clouds
635,Narsaq,GL,60.9167,-46.05,48.42,61,87,8.7,overcast clouds
636,Rawson,AR,-43.3002,-65.1023,48.07,64,100,12.35,overcast clouds
637,Berezovyy,RU,51.6667,135.7,47.05,90,59,2.33,broken clouds
638,Skagen,DK,57.7209,10.5839,55.27,71,87,14.16,overcast clouds
639,Najran,SA,17.4924,44.1277,89.28,10,2,14.76,clear sky
640,Palu,ID,-0.8917,119.8707,76.87,96,94,2.33,overcast clouds
641,Yara,CU,20.2753,-76.9533,85.59,62,65,3.85,broken clouds
642,Bolivar,US,37.6145,-93.4105,68.92,66,100,5.99,overcast clouds
643,Omboue,GA,-1.5746,9.2618,79.12,83,100,9.55,light rain
644,Bogorodskoye,RU,56.55,37.8833,50.59,64,100,5.82,overcast clouds
645,Berlevag,NO,70.8578,29.0864,42.8,81,75,19.57,broken clouds
646,Buala,SB,-8.145,159.5921,78.78,87,70,6.31,light rain
647,Bulri,PK,24.8667,68.3333,87.31,66,0,17.58,clear sky
648,Ust-Tsilma,RU,65.441,52.1498,51.66,52,98,5.61,overcast clouds
649,Kunya,NG,12.2233,8.5325,104.5,5,3,11.92,clear sky
650,Amazar,RU,53.858,120.875,51.35,94,100,11.74,light rain
651,Arona,ES,28.0996,-16.681,67.98,61,20,5.99,few clouds
652,Kailua,US,21.4022,-157.7394,73.02,69,90,1.52,overcast clouds
653,Moron,AR,-34.6534,-58.6198,64.83,55,83,10.78,broken clouds
654,Rialma,BR,-15.315,-49.5844,89.64,27,65,3.24,broken clouds
655,Tarauaca,BR,-8.1614,-70.7656,83.68,72,91,3.31,overcast clouds
656,Stromness,GB,58.965,-3.296,55.65,84,94,18.97,overcast clouds
657,Pittsburg,US,38.028,-121.8847,84.25,49,1,1.01,clear sky
658,Bud,US,39.447,-86.1758,69.42,56,98,5.26,overcast clouds
659,Litovko,RU,49.2361,135.1742,48.63,70,1,2.35,clear sky
660,Copenhagen,DK,55.6759,12.5655,72.28,46,41,6.91,scattered clouds
661,Malartic,CA,48.1335,-78.1328,67.01,38,64,7.65,broken clouds
662,Australind,AU,-33.2667,115.7167,51.04,75,100,4.07,overcast clouds
663,Soria,ES,41.6667,-2.6667,76.57,39,98,11.34,overcast clouds
664,Vangaindrano,MG,-23.35,47.6,70.79,84,21,7.4,few clouds
665,Sorgun,TR,39.8101,35.186,62.29,74,94,5.08,overcast clouds
666,Batavia,US,41.85,-88.3126,70.52,52,1,1.99,clear sky
667,Ponta Delgada,PT,37.7333,-25.6667,68.72,77,40,19.57,scattered clouds
668,Mangochi,MW,-14.4782,35.2645,75.56,53,89,2.21,overcast clouds
669,Mtambile,TZ,-5.3833,39.7,77.41,80,28,10.47,scattered clouds
670,Umm Kaddadah,SD,13.6017,26.6876,85.75,35,95,27.89,overcast clouds
671,Prince Rupert,CA,54.3161,-130.3201,57.29,88,90,13.8,light rain
672,Hervey Bay,AU,-25.2986,152.8535,62.04,65,91,10.4,overcast clouds
673,Taree,AU,-31.9,152.4667,49.33,100,10,3.44,clear sky
674,Mahon,ES,39.8885,4.2658,77.56,44,0,6.91,clear sky
675,Khash,IR,28.2211,61.2158,86.41,8,0,11.88,clear sky
676,Asosa,ET,10.0667,34.5333,71.71,60,56,1.81,broken clouds
677,Kungurtug,RU,50.5994,97.5228,35.76,98,95,2.91,overcast clouds
678,Talcahuano,CL,-36.7167,-73.1167,56.88,100,90,10.36,fog
679,San Carlos De Bariloche,AR,-41.1456,-71.3082,54.45,77,90,8.28,moderate rain
680,Camapua,BR,-19.5314,-54.0439,88.54,32,98,3.44,overcast clouds
681,Brae,GB,60.3964,-1.353,48.11,77,5,12.57,clear sky
682,Contai,IN,21.7786,87.7536,85.21,86,100,16.71,overcast clouds
683,Kloulklubed,PW,7.0419,134.2556,81.1,77,100,16.55,overcast clouds
684,Atar,MR,20.5169,-13.0499,105.84,14,31,6.38,scattered clouds
685,Lethem,GY,3.3803,-59.7968,85.46,65,70,2.82,broken clouds
686,Avera,US,33.194,-82.5271,75.94,47,67,7.2,broken clouds
687,Barcelos,PT,41.5388,-8.6151,80.92,60,27,8.84,scattered clouds
688,Saurimo,AO,-9.6608,20.3916,73.13,33,8,3.33,clear sky
689,Alta,NO,69.9689,23.2717,51.04,71,75,9.22,broken clouds
690,Cariati,IT,39.4922,16.9594,60.71,49,99,4.05,overcast clouds
691,Roma,US,43.2128,-75.4557,67.86,65,1,4.61,clear sky
692,Padilla,CO,3.2204,-76.3139,76.57,70,59,2.82,broken clouds
693,Broken Hill,AU,-31.95,141.4333,52.16,45,99,8.79,overcast clouds
694,Athabasca,CA,54.7169,-113.2854,62.69,59,59,11.7,broken clouds
695,Kaili,ID,-3.4626,120.2147,66.99,96,65,2.66,broken clouds
696,Bagdarin,RU,54.4333,113.6,36.59,98,100,7.94,moderate rain
697,Sibu,MY,2.3,111.8167,75.22,97,65,1.05,broken clouds
