City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
609,Puerto Escondido,MX,88.63,few clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
618,Linfen,CN,76.26,overcast clouds,36.0889,111.5189,Suoxing Hotel
622,San Jose,US,81.5,few clouds,37.3394,-121.895,The Westin San Jose
628,Port Blair,IN,83.48,clear sky,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
630,Fallon,US,76.91,clear sky,39.4735,-118.7774,Best Western Fallon Inn & Suites
631,Kankon,IN,84.0,broken clouds,15.0167,74.0167,Palolem Beach Resort
633,Banda Aceh,ID,80.15,overcast clouds,5.5577,95.3222,Sulthan Hotel International
639,Najran,SA,89.28,clear sky,17.4924,44.1277,محمد هادي ال فطيح
640,Palu,ID,76.87,overcast clouds,-0.8917,119.8707,Hotel Santika Palu
641,Yara,CU,85.59,broken clouds,20.2753,-76.9533,Casa de Margarita Puebla Lorente
643,Omboue,GA,79.12,light rain,-1.5746,9.2618,Hotel Olako
646,Buala,SB,78.78,light rain,-8.145,159.5921,Maringe Lagoon Lodge
654,Rialma,BR,89.64,broken clouds,-15.315,-49.5844,Don Antonio Hotel
655,Tarauaca,BR,83.68,overcast clouds,-8.1614,-70.7656,Flat Temporada
657,Pittsburg,US,84.25,clear sky,38.028,-121.8847,Hampton Inn & Suites Pittsburg
663,Soria,ES,76.57,overcast clouds,41.6667,-2.6667,Casa Rural Sierra de Inodejo
668,Mangochi,MW,75.56,overcast clouds,-14.4782,35.2645,Fort Johnstone Hotel
674,Mahon,ES,77.56,clear sky,39.8885,4.2658,ARTIEM Capri
675,Khash,IR,86.41,clear sky,28.2211,61.2158,دفتر پیشخوان دولت جمال زهی (خالد)
680,Camapua,BR,88.54,overcast clouds,-19.5314,-54.0439,Comercial Estrela
682,Contai,IN,85.21,overcast clouds,21.7786,87.7536,PATHFINDER
683,Kloulklubed,PW,81.1,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
685,Lethem,GY,85.46,broken clouds,3.3803,-59.7968,Savannah Inn
687,Barcelos,PT,80.92,scattered clouds,41.5388,-8.6151,Hotel Do Terço
692,Padilla,CO,76.57,broken clouds,3.2204,-76.3139,La Granadina
697,Sibu,MY,75.22,broken clouds,2.3,111.8167,RH HOTEL (4 Star)
698,Arawa,PG,77.07,light rain,-6.2132,155.5367,Coastline Guest House
700,Posse,BR,86.49,scattered clouds,-14.0931,-46.3694,Pousada das Palmeiras
701,Santa Catarina De Tepehuanes,MX,76.05,few clouds,25.35,-105.7333,hotel plaza
708,Kattivakkam,IN,87.08,broken clouds,13.2167,80.3167,Raj's villa
710,Benjamin Constant,BR,84.33,broken clouds,-4.3831,-70.0311,CASA AVALIADA
714,Abha,SA,80.85,clear sky,18.2164,42.5053,Abha Hotel
718,Guarapari,BR,85.91,moderate rain,-20.6667,-40.4975,Hotel Porto do Sol
719,Suez,EG,86.47,clear sky,29.9737,32.5263,Green House
720,Coari,BR,91.11,broken clouds,-4.085,-63.1414,HOTEL ALEX FLAT
723,Tulum,MX,89.65,clear sky,20.2167,-87.4667,Kin Ha Tulum
727,Dhidhdhoo,MV,83.32,overcast clouds,6.8833,73.1,Dhidhoo beach
